Ognoo,Iteminfid,Uldegdel
2022-12-29,199009170000000056,139.00
2022-12-29,200813226771700001,1967.00
2022-12-29,200826241374700001,2052.00
2022-12-29,201104060000000029,18.00
2022-12-29,201205090000000004,383.00
2022-12-29,201207090000000130,249.00
2022-12-29,210327509663500011,395.00
2022-12-29,211116153741172477,-184.00
2022-12-29,220406222153830970,-24.00
2022-12-29,220729094054210573,375.00
2022-12-29,220729101436729730,662.00
2022-12-30,2007121328749,24.00
2022-12-30,2007121328895,59.00
2022-12-30,2007121329180,306.00
2022-12-30,2007121329377,-445.00
2022-12-30,2007121329379,-151.00
2022-12-30,2007121329380,-90.00
2022-12-30,2007121329381,542.00
2022-12-30,2007121331288,68.00
2022-12-30,2007121332656,41.00
2022-12-30,2007121332659,57.00
2022-12-30,2007121334813,38.00
2022-12-30,120620429994600001,0.00
2022-12-30,120620429994600002,0.00
2022-12-30,120620429994600013,0.00
2022-12-30,120620429994600026,0.00
2022-12-30,140224536726700000,1600.00
2022-12-30,150203456119500001,320.00
2022-12-30,150930603566800001,139.00
2022-12-30,151229506383600001,63.00
2022-12-30,151229527874800001,3.00
2022-12-30,160121610393900001,0.00
2022-12-30,160513343594000001,109.00
2022-12-30,160826685080700001,1809.00
2022-12-30,170407678293400001,26.00
2022-12-30,170428381482200001,85.00
2022-12-30,171030000763800001,0.00
2022-12-30,180213012331300001,2.00
2022-12-30,180327043373200005,11.00
2022-12-30,180604114334600001,328.00
2022-12-30,180604114351700001,74.00
2022-12-30,180604114383000001,507.00
2022-12-30,180704149959400001,26.00
2022-12-30,180706153232200002,323.00
2022-12-30,180706153232200003,178.00
2022-12-30,180706153232200005,311.00
2022-12-30,180920233009700325,-352.00
2022-12-30,190603577080600001,15.00
2022-12-30,190909745530500004,979.00
2022-12-30,199009170000000056,124.00
2022-12-30,200813226771700001,1762.00
2022-12-30,200826241374700001,1782.00
2022-12-30,201104060000000029,-2.00
2022-12-30,201205090000000004,375.00
2022-12-30,201207090000000130,223.00
2022-12-30,210327509663500011,329.00
2022-12-30,211116153741172477,-191.00
2022-12-30,220406222153830970,-24.00
2022-12-30,220729094054210573,372.00
2022-12-30,220729101436729730,831.00
2022-12-31,2007121328749,54.00
2022-12-31,2007121328895,0.00
2022-12-31,2007121329180,290.00
2022-12-31,2007121329377,0.00
2022-12-31,2007121329379,0.00
2022-12-31,2007121329380,0.00
2022-12-31,2007121329381,526.00
2022-12-31,2007121331288,27.00
2022-12-31,2007121332656,54.00
2022-12-31,2007121332659,73.00
2022-12-31,2007121334813,28.00
2022-12-31,120620429994600001,0.00
2022-12-31,120620429994600002,0.00
2022-12-31,120620429994600013,0.00
2022-12-31,120620429994600026,0.00
2022-12-31,140224536726700000,1578.00
2022-12-31,150203456119500001,301.00
2022-12-31,150930603566800001,66.00
2022-12-31,151229506383600001,0.00
2022-12-31,151229527874800001,0.00
2022-12-31,160121610393900001,0.00
2022-12-31,160513343594000001,107.00
2022-12-31,160826685080700001,1800.00
2022-12-31,170407678293400001,21.00
2022-12-31,170428381482200001,78.00
2022-12-31,171030000763800001,0.00
2022-12-31,180213012331300001,56.00
2022-12-31,180327043373200005,11.00
2022-12-31,180604114334600001,225.00
2022-12-31,180604114351700001,73.00
2022-12-31,180604114383000001,434.00
2022-12-31,180704149959400001,76.00
2022-12-31,180706153232200002,313.00
2022-12-31,180706153232200003,176.00
2022-12-31,180706153232200005,300.00
2022-12-31,180920233009700325,96.00
2022-12-31,190603577080600001,15.00
2022-12-31,190909745530500004,957.00
2022-12-31,199009170000000056,270.00
2022-12-31,200813226771700001,1669.00
2022-12-31,200826241374700001,0.00
2022-12-31,201104060000000029,0.00
2022-12-31,201205090000000004,367.00
2022-12-31,201207090000000130,204.00
2022-12-31,210327509663500011,239.00
2022-12-31,211116153741172477,0.00
2022-12-31,220406222153830970,0.00
2022-12-31,220729094054210573,353.00
2022-12-31,220729101436729730,777.00
2023-01-01,2007121328749,50.00
2023-01-01,2007121328895,95.00
2023-01-01,2007121329180,290.00
2023-01-01,2007121329377,93.00
2023-01-01,2007121329379,138.00
2023-01-01,2007121329380,288.00
2023-01-01,2007121329381,522.00
2023-01-01,2007121331288,24.00
2023-01-01,2007121332656,51.00
2023-01-01,2007121332659,68.00
2023-01-01,2007121334813,24.00
2023-01-01,120620429994600001,0.00
2023-01-01,120620429994600002,0.00
2023-01-01,120620429994600013,0.00
2023-01-01,120620429994600026,0.00
2023-01-01,140224536726700000,1571.00
2023-01-01,150203456119500001,298.00
2023-01-01,150930603566800001,54.00
2023-01-01,151229506383600001,19.00
2023-01-01,151229527874800001,0.00
2023-01-01,160121610393900001,0.00
2023-01-01,160513343594000001,106.00
2023-01-01,160826685080700001,1799.00
2023-01-01,170407678293400001,21.00
2023-01-01,170428381482200001,76.00
2023-01-01,171030000763800001,0.00
2023-01-01,180213012331300001,56.00
2023-01-01,180327043373200005,11.00
2023-01-01,180604114334600001,215.00
2023-01-01,180604114351700001,73.00
2023-01-01,180604114383000001,418.00
2023-01-01,180704149959400001,67.00
2023-01-01,180706153232200002,309.00
2023-01-01,180706153232200003,174.00
2023-01-01,180706153232200005,300.00
2023-01-01,180920233009700325,88.00
2023-01-01,190603577080600001,15.00
2023-01-01,190909745530500004,957.00
2023-01-01,199009170000000056,270.00
2023-01-01,200813226771700001,1660.00
2023-01-01,200826241374700001,1515.00
2023-01-01,201104060000000029,55.00
2023-01-01,201205090000000004,365.00
2023-01-01,201207090000000130,204.00
2023-01-01,210327509663500011,236.00
2023-01-01,211116153741172477,-4.00
2023-01-01,220406222153830970,0.00
2023-01-01,220729094054210573,353.00
2023-01-01,220729101436729730,776.00
2023-01-02,2007121328749,50.00
2023-01-02,2007121328895,66.00
2023-01-02,2007121329180,281.00
2023-01-02,2007121329377,42.00
2023-01-02,2007121329379,122.00
2023-01-02,2007121329380,264.00
2023-01-02,2007121329381,502.00
2023-01-02,2007121331288,19.00
2023-01-02,2007121332656,51.00
2023-01-02,2007121332659,68.00
2023-01-02,2007121334813,83.00
2023-01-02,120620429994600001,0.00
2023-01-02,120620429994600002,0.00
2023-01-02,120620429994600013,0.00
2023-01-02,120620429994600026,0.00
2023-01-02,140224536726700000,1529.00
2023-01-02,150203456119500001,284.00
2023-01-02,150930603566800001,32.00
2023-01-02,151229506383600001,8.00
2023-01-02,151229527874800001,0.00
2023-01-02,160121610393900001,0.00
2023-01-02,160513343594000001,97.00
2023-01-02,160826685080700001,1793.00
2023-01-02,170407678293400001,18.00
2023-01-02,170428381482200001,73.00
2023-01-02,171030000763800001,0.00
2023-01-02,180213012331300001,32.00
2023-01-02,180327043373200005,14.00
2023-01-02,180604114334600001,192.00
2023-01-02,180604114351700001,73.00
2023-01-02,180604114383000001,405.00
2023-01-02,180704149959400001,27.00
2023-01-02,180706153232200002,285.00
2023-01-02,180706153232200003,166.00
2023-01-02,180706153232200005,292.00
2023-01-02,180920233009700325,48.00
2023-01-02,190603577080600001,20.00
2023-01-02,190909745530500004,938.00
2023-01-02,199009170000000056,258.00
2023-01-02,200813226771700001,1648.00
2023-01-02,200826241374700001,1172.00
2023-01-02,201104060000000029,1.00
2023-01-02,201205090000000004,347.00
2023-01-02,201207090000000130,192.00
2023-01-02,210327509663500011,231.00
2023-01-02,211116153741172477,-25.00
2023-01-02,220406222153830970,0.00
2023-01-02,220729094054210573,341.00
2023-01-02,220729101436729730,769.00
2023-01-03,2007121328749,50.00
2023-01-03,2007121328895,85.00
2023-01-03,2007121329180,277.00
2023-01-03,2007121329377,-19.00
2023-01-03,2007121329379,115.00
2023-01-03,2007121329380,237.00
2023-01-03,2007121329381,484.00
2023-01-03,2007121331288,18.00
2023-01-03,2007121332656,60.00
2023-01-03,2007121332659,78.00
2023-01-03,2007121334813,72.00
2023-01-03,120620429994600001,0.00
2023-01-03,120620429994600002,0.00
2023-01-03,120620429994600013,0.00
2023-01-03,120620429994600026,0.00
2023-01-03,140224536726700000,1510.00
2023-01-03,150203456119500001,276.00
2023-01-03,150930603566800001,21.00
2023-01-03,151229506383600001,7.00
2023-01-03,151229527874800001,0.00
2023-01-03,160121610393900001,0.00
2023-01-03,160513343594000001,92.00
2023-01-03,160826685080700001,1786.00
2023-01-03,170407678293400001,16.00
2023-01-03,170428381482200001,68.00
2023-01-03,171030000763800001,0.00
2023-01-03,180213012331300001,-3.00
2023-01-03,180327043373200005,13.00
2023-01-03,180604114334600001,171.00
2023-01-03,180604114351700001,72.00
2023-01-03,180604114383000001,386.00
2023-01-03,180704149959400001,33.00
2023-01-03,180706153232200002,246.00
2023-01-03,180706153232200003,157.00
2023-01-03,180706153232200005,291.00
2023-01-03,180920233009700325,23.00
2023-01-03,190603577080600001,17.00
2023-01-03,190909745530500004,936.00
2023-01-03,199009170000000056,248.00
2023-01-03,200813226771700001,1632.00
2023-01-03,200826241374700001,1144.00
2023-01-03,201104060000000029,14.00
2023-01-03,201205090000000004,337.00
2023-01-03,201207090000000130,184.00
2023-01-03,210327509663500011,226.00
2023-01-03,211116153741172477,-41.00
2023-01-03,220406222153830970,0.00
2023-01-03,220729094054210573,338.00
2023-01-03,220729101436729730,762.00
2023-01-04,2007121328749,50.00
2023-01-04,2007121328895,63.00
2023-01-04,2007121329180,259.00
2023-01-04,2007121329377,-81.00
2023-01-04,2007121329379,76.00
2023-01-04,2007121329380,201.00
2023-01-04,2007121329381,474.00
2023-01-04,2007121331288,13.00
2023-01-04,2007121332656,51.00
2023-01-04,2007121332659,68.00
2023-01-04,2007121334813,53.00
2023-01-04,120620429994600001,0.00
2023-01-04,120620429994600002,0.00
2023-01-04,120620429994600013,0.00
2023-01-04,120620429994600026,0.00
2023-01-04,140224536726700000,1485.00
2023-01-04,150203456119500001,265.00
2023-01-04,150930603566800001,107.00
2023-01-04,151229506383600001,7.00
2023-01-04,151229527874800001,0.00
2023-01-04,160121610393900001,0.00
2023-01-04,160513343594000001,76.00
2023-01-04,160826685080700001,1779.00
2023-01-04,170407678293400001,14.00
2023-01-04,170428381482200001,66.00
2023-01-04,171030000763800001,0.00
2023-01-04,180213012331300001,-39.00
2023-01-04,180327043373200005,18.00
2023-01-04,180604114334600001,160.00
2023-01-04,180604114351700001,72.00
2023-01-04,180604114383000001,365.00
2023-01-04,180704149959400001,27.00
2023-01-04,180706153232200002,220.00
2023-01-04,180706153232200003,150.00
2023-01-04,180706153232200005,287.00
2023-01-04,180920233009700325,-34.00
2023-01-04,190603577080600001,21.00
2023-01-04,190909745530500004,924.00
2023-01-04,199009170000000056,235.00
2023-01-04,200813226771700001,1615.00
2023-01-04,200826241374700001,1130.00
2023-01-04,201104060000000029,38.00
2023-01-04,201205090000000004,328.00
2023-01-04,201207090000000130,178.00
2023-01-04,210327509663500011,220.00
2023-01-04,211116153741172477,-50.00
2023-01-04,220406222153830970,10.00
2023-01-04,220729094054210573,326.00
2023-01-04,220729101436729730,746.00
2023-01-05,2007121328749,50.00
2023-01-05,2007121328895,48.00
2023-01-05,2007121329180,228.00
2023-01-05,2007121329377,-144.00
2023-01-05,2007121329379,54.00
2023-01-05,2007121329380,169.00
2023-01-05,2007121329381,458.00
2023-01-05,2007121331288,9.00
2023-01-05,2007121332656,55.00
2023-01-05,2007121332659,74.00
2023-01-05,2007121334813,43.00
2023-01-05,120620429994600001,0.00
2023-01-05,120620429994600002,0.00
2023-01-05,120620429994600013,0.00
2023-01-05,120620429994600026,0.00
2023-01-05,140224536726700000,1482.00
2023-01-05,150203456119500001,244.00
2023-01-05,150930603566800001,90.00
2023-01-05,151229506383600001,6.00
2023-01-05,151229527874800001,0.00
2023-01-05,160121610393900001,0.00
2023-01-05,160513343594000001,62.00
2023-01-05,160826685080700001,1776.00
2023-01-05,170407678293400001,10.00
2023-01-05,170428381482200001,63.00
2023-01-05,171030000763800001,0.00
2023-01-05,180213012331300001,-69.00
2023-01-05,180327043373200005,12.00
2023-01-05,180604114334600001,145.00
2023-01-05,180604114351700001,63.00
2023-01-05,180604114383000001,297.00
2023-01-05,180704149959400001,28.00
2023-01-05,180706153232200002,195.00
2023-01-05,180706153232200003,138.00
2023-01-05,180706153232200005,281.00
2023-01-05,180920233009700325,-83.00
2023-01-05,190603577080600001,18.00
2023-01-05,190909745530500004,911.00
2023-01-05,199009170000000056,211.00
2023-01-05,200813226771700001,1596.00
2023-01-05,200826241374700001,1109.00
2023-01-05,201104060000000029,79.00
2023-01-05,201205090000000004,313.00
2023-01-05,201207090000000130,160.00
2023-01-05,210327509663500011,220.00
2023-01-05,211116153741172477,-52.00
2023-01-05,220406222153830970,8.00
2023-01-05,220729094054210573,303.00
2023-01-05,220729101436729730,715.00
2023-01-06,2007121328749,50.00
2023-01-06,2007121328895,23.00
2023-01-06,2007121329180,216.00
2023-01-06,2007121329377,-192.00
2023-01-06,2007121329379,27.00
2023-01-06,2007121329380,142.00
2023-01-06,2007121329381,440.00
2023-01-06,2007121331288,6.00
2023-01-06,2007121332656,55.00
2023-01-06,2007121332659,73.00
2023-01-06,2007121334813,26.00
2023-01-06,120620429994600001,0.00
2023-01-06,120620429994600002,0.00
2023-01-06,120620429994600013,0.00
2023-01-06,120620429994600026,0.00
2023-01-06,140224536726700000,1464.00
2023-01-06,150203456119500001,233.00
2023-01-06,150930603566800001,193.00
2023-01-06,151229506383600001,6.00
2023-01-06,151229527874800001,0.00
2023-01-06,160121610393900001,0.00
2023-01-06,160513343594000001,61.00
2023-01-06,160826685080700001,1762.00
2023-01-06,170407678293400001,32.00
2023-01-06,170428381482200001,177.00
2023-01-06,171030000763800001,0.00
2023-01-06,180213012331300001,-88.00
2023-01-06,180327043373200005,13.00
2023-01-06,180604114334600001,116.00
2023-01-06,180604114351700001,59.00
2023-01-06,180604114383000001,275.00
2023-01-06,180704149959400001,48.00
2023-01-06,180706153232200002,171.00
2023-01-06,180706153232200003,124.00
2023-01-06,180706153232200005,274.00
2023-01-06,180920233009700325,-120.00
2023-01-06,190603577080600001,21.00
2023-01-06,190909745530500004,904.00
2023-01-06,199009170000000056,205.00
2023-01-06,200813226771700001,1592.00
2023-01-06,200826241374700001,1094.00
2023-01-06,201104060000000029,91.00
2023-01-06,201205090000000004,308.00
2023-01-06,201207090000000130,152.00
2023-01-06,210327509663500011,220.00
2023-01-06,211116153741172477,-52.00
2023-01-06,220406222153830970,7.00
2023-01-06,220729094054210573,292.00
2023-01-06,220729101436729730,1184.00
2023-01-07,2007121328749,55.00
2023-01-07,2007121328895,4.00
2023-01-07,2007121329180,207.00
2023-01-07,2007121329377,-221.00
2023-01-07,2007121329379,20.00
2023-01-07,2007121329380,134.00
2023-01-07,2007121329381,432.00
2023-01-07,2007121331288,1.00
2023-01-07,2007121332656,52.00
2023-01-07,2007121332659,73.00
2023-01-07,2007121334813,21.00
2023-01-07,120620429994600001,0.00
2023-01-07,120620429994600002,0.00
2023-01-07,120620429994600013,0.00
2023-01-07,120620429994600026,0.00
2023-01-07,140224536726700000,1453.00
2023-01-07,150203456119500001,228.00
2023-01-07,150930603566800001,176.00
2023-01-07,151229506383600001,21.00
2023-01-07,151229527874800001,11.00
2023-01-07,160121610393900001,0.00
2023-01-07,160513343594000001,59.00
2023-01-07,160826685080700001,1755.00
2023-01-07,170407678293400001,28.00
2023-01-07,170428381482200001,175.00
2023-01-07,171030000763800001,0.00
2023-01-07,180213012331300001,-90.00
2023-01-07,180327043373200005,11.00
2023-01-07,180604114334600001,102.00
2023-01-07,180604114351700001,50.00
2023-01-07,180604114383000001,246.00
2023-01-07,180704149959400001,28.00
2023-01-07,180706153232200002,159.00
2023-01-07,180706153232200003,120.00
2023-01-07,180706153232200005,273.00
2023-01-07,180920233009700325,-142.00
2023-01-07,190603577080600001,17.00
2023-01-07,190909745530500004,901.00
2023-01-07,199009170000000056,201.00
2023-01-07,200813226771700001,1584.00
2023-01-07,200826241374700001,1088.00
2023-01-07,201104060000000029,100.00
2023-01-07,201205090000000004,306.00
2023-01-07,201207090000000130,148.00
2023-01-07,210327509663500011,211.00
2023-01-07,211116153741172477,-52.00
2023-01-07,220406222153830970,5.00
2023-01-07,220729094054210573,290.00
2023-01-07,220729101436729730,1168.00
2023-01-08,2007121328749,69.00
2023-01-08,2007121328895,99.00
2023-01-08,2007121329180,198.00
2023-01-08,2007121329377,-236.00
2023-01-08,2007121329379,14.00
2023-01-08,2007121329380,126.00
2023-01-08,2007121329381,425.00
2023-01-08,2007121331288,-1.00
2023-01-08,2007121332656,57.00
2023-01-08,2007121332659,96.00
2023-01-08,2007121334813,17.00
2023-01-08,120620429994600001,0.00
2023-01-08,120620429994600002,0.00
2023-01-08,120620429994600013,0.00
2023-01-08,120620429994600026,0.00
2023-01-08,140224536726700000,1439.00
2023-01-08,150203456119500001,214.00
2023-01-08,150930603566800001,150.00
2023-01-08,151229506383600001,15.00
2023-01-08,151229527874800001,2.00
2023-01-08,160121610393900001,0.00
2023-01-08,160513343594000001,57.00
2023-01-08,160826685080700001,1739.00
2023-01-08,170407678293400001,50.00
2023-01-08,170428381482200001,174.00
2023-01-08,171030000763800001,0.00
2023-01-08,180213012331300001,-90.00
2023-01-08,180327043373200005,11.00
2023-01-08,180604114334600001,13.00
2023-01-08,180604114351700001,46.00
2023-01-08,180604114383000001,221.00
2023-01-08,180704149959400001,46.00
2023-01-08,180706153232200002,153.00
2023-01-08,180706153232200003,117.00
2023-01-08,180706153232200005,261.00
2023-01-08,180920233009700325,-159.00
2023-01-08,190603577080600001,17.00
2023-01-08,190909745530500004,871.00
2023-01-08,199009170000000056,197.00
2023-01-08,200813226771700001,1560.00
2023-01-08,200826241374700001,1037.00
2023-01-08,201104060000000029,116.00
2023-01-08,201205090000000004,302.00
2023-01-08,201207090000000130,138.00
2023-01-08,210327509663500011,209.00
2023-01-08,211116153741172477,-55.00
2023-01-08,220406222153830970,5.00
2023-01-08,220729094054210573,290.00
2023-01-08,220729101436729730,1155.00
2023-01-09,2007121328749,55.00
2023-01-09,2007121328895,75.00
2023-01-09,2007121329180,171.00
2023-01-09,2007121329377,-285.00
2023-01-09,2007121329379,-18.00
2023-01-09,2007121329380,95.00
2023-01-09,2007121329381,410.00
2023-01-09,2007121331288,-1.00
2023-01-09,2007121332656,52.00
2023-01-09,2007121332659,73.00
2023-01-09,2007121334813,28.00
2023-01-09,120620429994600001,0.00
2023-01-09,120620429994600002,0.00
2023-01-09,120620429994600013,0.00
2023-01-09,120620429994600026,0.00
2023-01-09,140224536726700000,1410.00
2023-01-09,150203456119500001,173.00
2023-01-09,150930603566800001,132.00
2023-01-09,151229506383600001,7.00
2023-01-09,151229527874800001,0.00
2023-01-09,160121610393900001,0.00
2023-01-09,160513343594000001,56.00
2023-01-09,160826685080700001,1724.00
2023-01-09,170407678293400001,40.00
2023-01-09,170428381482200001,167.00
2023-01-09,171030000763800001,0.00
2023-01-09,180213012331300001,-117.00
2023-01-09,180327043373200005,0.00
2023-01-09,180604114334600001,10.00
2023-01-09,180604114351700001,39.00
2023-01-09,180604114383000001,174.00
2023-01-09,180704149959400001,28.00
2023-01-09,180706153232200002,127.00
2023-01-09,180706153232200003,104.00
2023-01-09,180706153232200005,248.00
2023-01-09,180920233009700325,-243.00
2023-01-09,190603577080600001,0.00
2023-01-09,190909745530500004,860.00
2023-01-09,199009170000000056,188.00
2023-01-09,200813226771700001,1550.00
2023-01-09,200826241374700001,989.00
2023-01-09,201104060000000029,58.00
2023-01-09,201205090000000004,295.00
2023-01-09,201207090000000130,128.00
2023-01-09,210327509663500011,201.00
2023-01-09,211116153741172477,-57.00
2023-01-09,220406222153830970,7.00
2023-01-09,220729094054210573,277.00
2023-01-09,220729101436729730,1140.00
2023-01-10,2007121328749,-3.00
2023-01-10,2007121328895,49.00
2023-01-10,2007121329180,97.00
2023-01-10,2007121329377,-365.00
2023-01-10,2007121329379,-39.00
2023-01-10,2007121329380,75.00
2023-01-10,2007121329381,386.00
2023-01-10,2007121331288,-1.00
2023-01-10,2007121332656,15.00
2023-01-10,2007121332659,8.00
2023-01-10,2007121334813,5.00
2023-01-10,120620429994600001,0.00
2023-01-10,120620429994600002,0.00
2023-01-10,120620429994600013,0.00
2023-01-10,120620429994600026,0.00
2023-01-10,140224536726700000,1358.00
2023-01-10,150203456119500001,131.00
2023-01-10,150930603566800001,121.00
2023-01-10,151229506383600001,4.00
2023-01-10,151229527874800001,0.00
2023-01-10,160121610393900001,0.00
2023-01-10,160513343594000001,55.00
2023-01-10,160826685080700001,1711.00
2023-01-10,170407678293400001,31.00
2023-01-10,170428381482200001,165.00
2023-01-10,171030000763800001,0.00
2023-01-10,180213012331300001,-131.00
2023-01-10,180327043373200005,3.00
2023-01-10,180604114334600001,-3.00
2023-01-10,180604114351700001,21.00
2023-01-10,180604114383000001,148.00
2023-01-10,180704149959400001,31.00
2023-01-10,180706153232200002,94.00
2023-01-10,180706153232200003,90.00
2023-01-10,180706153232200005,243.00
2023-01-10,180920233009700325,-315.00
2023-01-10,190603577080600001,1.00
2023-01-10,190909745530500004,839.00
2023-01-10,199009170000000056,116.00
2023-01-10,200813226771700001,1532.00
2023-01-10,200826241374700001,897.00
2023-01-10,201104060000000029,51.00
2023-01-10,201205090000000004,288.00
2023-01-10,201207090000000130,71.00
2023-01-10,210327509663500011,187.00
2023-01-10,211116153741172477,-57.00
2023-01-10,220406222153830970,0.00
2023-01-10,220729094054210573,256.00
2023-01-10,220729101436729730,1116.00
2023-01-11,2007121328749,-5.00
2023-01-11,2007121328895,73.00
2023-01-11,2007121329180,79.00
2023-01-11,2007121329377,-415.00
2023-01-11,2007121329379,-65.00
2023-01-11,2007121329380,62.00
2023-01-11,2007121329381,372.00
2023-01-11,2007121331288,-1.00
2023-01-11,2007121332656,4.00
2023-01-11,2007121332659,0.00
2023-01-11,2007121334813,2.00
2023-01-11,120620429994600001,0.00
2023-01-11,120620429994600002,0.00
2023-01-11,120620429994600013,0.00
2023-01-11,120620429994600026,0.00
2023-01-11,140224536726700000,1338.00
2023-01-11,150203456119500001,105.00
2023-01-11,150930603566800001,161.00
2023-01-11,151229506383600001,4.00
2023-01-11,151229527874800001,0.00
2023-01-11,160121610393900001,0.00
2023-01-11,160513343594000001,89.00
2023-01-11,160826685080700001,1704.00
2023-01-11,170407678293400001,23.00
2023-01-11,170428381482200001,159.00
2023-01-11,171030000763800001,98.00
2023-01-11,180213012331300001,-155.00
2023-01-11,180327043373200005,3.00
2023-01-11,180604114334600001,42.00
2023-01-11,180604114351700001,32.00
2023-01-11,180604114383000001,248.00
2023-01-11,180704149959400001,16.00
2023-01-11,180706153232200002,370.00
2023-01-11,180706153232200003,82.00
2023-01-11,180706153232200005,287.00
2023-01-11,180920233009700325,-360.00
2023-01-11,190603577080600001,5.00
2023-01-11,190909745530500004,823.00
2023-01-11,199009170000000056,100.00
2023-01-11,200813226771700001,1517.00
2023-01-11,200826241374700001,2560.00
2023-01-11,201104060000000029,48.00
2023-01-11,201205090000000004,278.00
2023-01-11,201207090000000130,53.00
2023-01-11,210327509663500011,183.00
2023-01-11,211116153741172477,-65.00
2023-01-11,220406222153830970,4.00
2023-01-11,220729094054210573,244.00
2023-01-11,220729101436729730,1099.00
2023-01-12,2007121328749,15.00
2023-01-12,2007121328895,42.00
2023-01-12,2007121329180,162.00
2023-01-12,2007121329377,-457.00
2023-01-12,2007121329379,-86.00
2023-01-12,2007121329380,48.00
2023-01-12,2007121329381,354.00
2023-01-12,2007121331288,-1.00
2023-01-12,2007121332656,4.00
2023-01-12,2007121332659,0.00
2023-01-12,2007121334813,2.00
2023-01-12,120620429994600001,0.00
2023-01-12,120620429994600002,0.00
2023-01-12,120620429994600013,0.00
2023-01-12,120620429994600026,0.00
2023-01-12,140224536726700000,1308.00
2023-01-12,150203456119500001,94.00
2023-01-12,150930603566800001,151.00
2023-01-12,151229506383600001,4.00
2023-01-12,151229527874800001,0.00
2023-01-12,160121610393900001,0.00
2023-01-12,160513343594000001,73.00
2023-01-12,160826685080700001,1699.00
2023-01-12,170407678293400001,16.00
2023-01-12,170428381482200001,154.00
2023-01-12,171030000763800001,79.00
2023-01-12,180213012331300001,-176.00
2023-01-12,180327043373200005,3.00
2023-01-12,180604114334600001,22.00
2023-01-12,180604114351700001,19.00
2023-01-12,180604114383000001,227.00
2023-01-12,180704149959400001,6.00
2023-01-12,180706153232200002,350.00
2023-01-12,180706153232200003,70.00
2023-01-12,180706153232200005,280.00
2023-01-12,180920233009700325,-405.00
2023-01-12,190603577080600001,0.00
2023-01-12,190909745530500004,811.00
2023-01-12,199009170000000056,94.00
2023-01-12,200813226771700001,1504.00
2023-01-12,200826241374700001,2414.00
2023-01-12,201104060000000029,72.00
2023-01-12,201205090000000004,273.00
2023-01-12,201207090000000130,37.00
2023-01-12,210327509663500011,177.00
2023-01-12,211116153741172477,-80.00
2023-01-12,220406222153830970,1.00
2023-01-12,220729094054210573,226.00
2023-01-12,220729101436729730,1086.00
2023-01-13,2007121328749,10.00
2023-01-13,2007121328895,90.00
2023-01-13,2007121329180,143.00
2023-01-13,2007121329377,-502.00
2023-01-13,2007121329379,-102.00
2023-01-13,2007121329380,24.00
2023-01-13,2007121329381,489.00
2023-01-13,2007121331288,-1.00
2023-01-13,2007121332656,5.00
2023-01-13,2007121332659,3.00
2023-01-13,2007121334813,2.00
2023-01-13,120620429994600001,0.00
2023-01-13,120620429994600002,0.00
2023-01-13,120620429994600013,0.00
2023-01-13,120620429994600026,0.00
2023-01-13,140224536726700000,1290.00
2023-01-13,150203456119500001,74.00
2023-01-13,150930603566800001,200.00
2023-01-13,151229506383600001,4.00
2023-01-13,151229527874800001,0.00
2023-01-13,160121610393900001,0.00
2023-01-13,160513343594000001,68.00
2023-01-13,160826685080700001,1690.00
2023-01-13,170407678293400001,29.00
2023-01-13,170428381482200001,145.00
2023-01-13,171030000763800001,60.00
2023-01-13,180213012331300001,-186.00
2023-01-13,180327043373200005,0.00
2023-01-13,180604114334600001,0.00
2023-01-13,180604114351700001,12.00
2023-01-13,180604114383000001,191.00
2023-01-13,180704149959400001,9.00
2023-01-13,180706153232200002,326.00
2023-01-13,180706153232200003,48.00
2023-01-13,180706153232200005,271.00
2023-01-13,180920233009700325,-454.00
2023-01-13,190603577080600001,0.00
2023-01-13,190909745530500004,753.00
2023-01-13,199009170000000056,75.00
2023-01-13,200813226771700001,1489.00
2023-01-13,200826241374700001,2387.00
2023-01-13,201104060000000029,92.00
2023-01-13,201205090000000004,265.00
2023-01-13,201207090000000130,28.00
2023-01-13,210327509663500011,163.00
2023-01-13,211116153741172477,-85.00
2023-01-13,220406222153830970,6.00
2023-01-13,220729094054210573,448.00
2023-01-13,220729101436729730,1072.00
2023-01-14,2007121328749,10.00
2023-01-14,2007121328895,64.00
2023-01-14,2007121329180,97.00
2023-01-14,2007121329377,-525.00
2023-01-14,2007121329379,-110.00
2023-01-14,2007121329380,14.00
2023-01-14,2007121329381,478.00
2023-01-14,2007121331288,-1.00
2023-01-14,2007121332656,6.00
2023-01-14,2007121332659,0.00
2023-01-14,2007121334813,2.00
2023-01-14,120620429994600001,0.00
2023-01-14,120620429994600002,0.00
2023-01-14,120620429994600013,0.00
2023-01-14,120620429994600026,0.00
2023-01-14,140224536726700000,1285.00
2023-01-14,150203456119500001,67.00
2023-01-14,150930603566800001,175.00
2023-01-14,151229506383600001,4.00
2023-01-14,151229527874800001,0.00
2023-01-14,160121610393900001,0.00
2023-01-14,160513343594000001,61.00
2023-01-14,160826685080700001,1683.00
2023-01-14,170407678293400001,26.00
2023-01-14,170428381482200001,142.00
2023-01-14,171030000763800001,48.00
2023-01-14,180213012331300001,-187.00
2023-01-14,180327043373200005,0.00
2023-01-14,180604114334600001,-2.00
2023-01-14,180604114351700001,6.00
2023-01-14,180604114383000001,166.00
2023-01-14,180704149959400001,6.00
